i,p,t,level,marginal,lower,upper,scale
Moldova,nonfood_items_clothing,0,0.0,-0.0,0.0,inf,1.0
Moldova,nonfood_items_clothing,1,0.0,-0.0,0.0,inf,1.0
Moldova,nonfood_items_clothing,2,0.0,-0.0,0.0,inf,1.0
Moldova,nonfood_items_clothing,3,0.0,-0.0,0.0,inf,1.0
Moldova,nonfood_items_clothing,4,0.0,-0.0,0.0,inf,1.0
Moldova,nonfood_items_clothing,5,0.0,-0.0,0.0,inf,1.0
Moldova,nonfood_items_clothing,6,0.0,-0.0,0.0,inf,1.0
Moldova,nonfood_items_clothing,7,0.0,-0.0,0.0,inf,1.0
Moldova,nonfood_items_clothing,8,0.0,-0.0,0.0,inf,1.0
Moldova,nonfood_items_clothing,9,0.0,-0.0,0.0,inf,1.0
Moldova,nonfood_items_clothing,10,0.0,-0.0,0.0,inf,1.0
Moldova,nonfood_items_clothing,11,0.0,-0.0,0.0,inf,1.0
Moldova,nonfood_items_clothing,12,0.0,-0.0,0.0,inf,1.0
Moldova,nonfood_items_clothing,13,0.0,-0.0,0.0,inf,1.0
Moldova,nonfood_items_clothing,14,0.0,-0.0,0.0,inf,1.0
Moldova,nonfood_items_clothing,15,0.0,-0.0,0.0,inf,1.0
Moldova,nonfood_items_clothing,16,0.0,-0.0,0.0,inf,1.0
Moldova,nonfood_items_clothing,17,0.0,-0.0,0.0,inf,1.0
Moldova,nonfood_items_clothing,18,0.0,-0.0,0.0,inf,1.0
Moldova,nonfood_items_clothing,19,0.0,-0.0,0.0,inf,1.0
Moldova,nonfood_items_clothing,20,0.0,-0.0,0.0,inf,1.0
Moldova,nonfood_items_clothing,21,0.0,-0.0,0.0,inf,1.0
Moldova,nonfood_items_clothing,22,0.0,-0.0,0.0,inf,1.0
Moldova,nonfood_items_clothing,23,0.0,-0.0,0.0,inf,1.0
Moldova,nonfood_items_clothing,24,0.0,-0.0,0.0,inf,1.0
Moldova,nonfood_items_clothing,25,0.0,-0.0,0.0,inf,1.0
Moldova,nonfood_items_clothing,26,0.0,-0.0,0.0,inf,1.0
Moldova,nonfood_items_clothing,27,0.0,-0.0,0.0,inf,1.0
Moldova,nonfood_items_clothing,28,0.0,-0.0,0.0,inf,1.0
Moldova,nonfood_items_clothing,29,0.0,-0.0,0.0,inf,1.0
Moldova,nonfood_items_clothing,30,0.0,-0.0,0.0,inf,1.0
Moldova,nonfood_items_clothing,31,0.0,-0.0,0.0,inf,1.0
Poland,food_clothing,0,0.0,-0.0,0.0,inf,1.0
Poland,food_clothing,1,0.0,-0.0,0.0,inf,1.0
Poland,food_clothing,2,0.0,-0.0,0.0,inf,1.0
Poland,food_clothing,3,0.0,-0.0,0.0,inf,1.0
Poland,food_clothing,4,0.0,-0.0,0.0,inf,1.0
Poland,food_clothing,5,0.0,-0.0,0.0,inf,1.0
Poland,food_clothing,6,0.0,-0.0,0.0,inf,1.0
Poland,food_clothing,7,0.0,-0.0,0.0,inf,1.0
Poland,food_clothing,8,0.0,-0.0,0.0,inf,1.0
Poland,food_clothing,9,0.0,-0.0,0.0,inf,1.0
Poland,food_clothing,10,0.0,-0.0,0.0,inf,1.0
Poland,food_clothing,11,0.0,-0.0,0.0,inf,1.0
Poland,food_clothing,12,0.0,-0.0,0.0,inf,1.0
Poland,food_clothing,13,0.0,-0.0,0.0,inf,1.0
Poland,food_clothing,14,0.0,-0.0,0.0,inf,1.0
Poland,food_clothing,15,0.0,-0.0,0.0,inf,1.0
Poland,food_clothing,16,0.0,-0.0,0.0,inf,1.0
Poland,food_clothing,17,0.0,-0.0,0.0,inf,1.0
Poland,food_clothing,18,0.0,-0.0,0.0,inf,1.0
Poland,food_clothing,19,0.0,-0.0,0.0,inf,1.0
Poland,food_clothing,20,0.0,-0.0,0.0,inf,1.0
Poland,food_clothing,21,0.0,-0.0,0.0,inf,1.0
Poland,food_clothing,22,0.0,-0.0,0.0,inf,1.0
Poland,food_clothing,23,0.0,-0.0,0.0,inf,1.0
Poland,food_clothing,24,0.0,-0.0,0.0,inf,1.0
Poland,food_clothing,25,0.0,-0.0,0.0,inf,1.0
Poland,food_clothing,26,0.0,-0.0,0.0,inf,1.0
Poland,food_clothing,27,0.0,-0.0,0.0,inf,1.0
Poland,food_clothing,28,0.0,-0.0,0.0,inf,1.0
Poland,food_clothing,29,0.0,-0.0,0.0,inf,1.0
Poland,food_clothing,30,0.0,-0.0,0.0,inf,1.0
Poland,food_clothing,31,0.0,-0.0,0.0,inf,1.0
Poland,housing,0,0.0,-0.0,0.0,inf,1.0
Poland,housing,1,0.0,-0.0,0.0,inf,1.0
Poland,housing,2,0.0,-0.0,0.0,inf,1.0
Poland,housing,3,0.0,-0.0,0.0,inf,1.0
Poland,housing,4,0.0,-0.0,0.0,inf,1.0
Poland,housing,5,0.0,-0.0,0.0,inf,1.0
Poland,housing,6,0.0,-0.0,0.0,inf,1.0
Poland,housing,7,0.0,-0.0,0.0,inf,1.0
Poland,housing,8,0.0,-0.0,0.0,inf,1.0
Poland,housing,9,0.0,-0.0,0.0,inf,1.0
Poland,housing,10,0.0,-0.0,0.0,inf,1.0
Poland,housing,11,0.0,-0.0,0.0,inf,1.0
Poland,housing,12,0.0,-0.0,0.0,inf,1.0
Poland,housing,13,0.0,-0.0,0.0,inf,1.0
Poland,housing,14,0.0,-0.0,0.0,inf,1.0
Poland,housing,15,0.0,-0.0,0.0,inf,1.0
Poland,housing,16,0.0,-0.0,0.0,inf,1.0
Poland,housing,17,0.0,-0.0,0.0,inf,1.0
Poland,housing,18,0.0,-0.0,0.0,inf,1.0
Poland,housing,19,0.0,-0.0,0.0,inf,1.0
Poland,housing,20,0.0,-0.0,0.0,inf,1.0
Poland,housing,21,0.0,-0.0,0.0,inf,1.0
Poland,housing,22,0.0,-0.0,0.0,inf,1.0
Poland,housing,23,0.0,-0.0,0.0,inf,1.0
Poland,housing,24,0.0,-0.0,0.0,inf,1.0
Poland,housing,25,0.0,-0.0,0.0,inf,1.0
Poland,housing,26,0.0,-0.0,0.0,inf,1.0
Poland,housing,27,0.0,-0.0,0.0,inf,1.0
Poland,housing,28,0.0,-0.0,0.0,inf,1.0
Poland,housing,29,0.0,-0.0,0.0,inf,1.0
Poland,housing,30,0.0,-0.0,0.0,inf,1.0
Poland,housing,31,0.0,-0.0,0.0,inf,1.0
Poland,nonfood_items_clothing,0,0.0,-0.0,0.0,inf,1.0
Poland,nonfood_items_clothing,1,0.0,-0.0,0.0,inf,1.0
Poland,nonfood_items_clothing,2,0.0,-0.0,0.0,inf,1.0
Poland,nonfood_items_clothing,3,0.0,-0.0,0.0,inf,1.0
Poland,nonfood_items_clothing,4,0.0,-0.0,0.0,inf,1.0
Poland,nonfood_items_clothing,5,0.0,-0.0,0.0,inf,1.0
Poland,nonfood_items_clothing,6,0.0,-0.0,0.0,inf,1.0
Poland,nonfood_items_clothing,7,0.0,-0.0,0.0,inf,1.0
Poland,nonfood_items_clothing,8,0.0,-0.0,0.0,inf,1.0
Poland,nonfood_items_clothing,9,0.0,-0.0,0.0,inf,1.0
Poland,nonfood_items_clothing,10,0.0,-0.0,0.0,inf,1.0
Poland,nonfood_items_clothing,11,0.0,-0.0,0.0,inf,1.0
Poland,nonfood_items_clothing,12,0.0,-0.0,0.0,inf,1.0
Poland,nonfood_items_clothing,13,0.0,-0.0,0.0,inf,1.0
Poland,nonfood_items_clothing,14,0.0,-0.0,0.0,inf,1.0
Poland,nonfood_items_clothing,15,0.0,-0.0,0.0,inf,1.0
Poland,nonfood_items_clothing,16,0.0,-0.0,0.0,inf,1.0
Poland,nonfood_items_clothing,17,0.0,-0.0,0.0,inf,1.0
Poland,nonfood_items_clothing,18,0.0,-0.0,0.0,inf,1.0
Poland,nonfood_items_clothing,19,0.0,-0.0,0.0,inf,1.0
Poland,nonfood_items_clothing,20,0.0,-0.0,0.0,inf,1.0
Poland,nonfood_items_clothing,21,0.0,-0.0,0.0,inf,1.0
Poland,nonfood_items_clothing,22,0.0,-0.0,0.0,inf,1.0
Poland,nonfood_items_clothing,23,0.0,-0.0,0.0,inf,1.0
Poland,nonfood_items_clothing,24,0.0,-0.0,0.0,inf,1.0
Poland,nonfood_items_clothing,25,0.0,-0.0,0.0,inf,1.0
Poland,nonfood_items_clothing,26,0.0,-0.0,0.0,inf,1.0
Poland,nonfood_items_clothing,27,0.0,-0.0,0.0,inf,1.0
Poland,nonfood_items_clothing,28,0.0,-0.0,0.0,inf,1.0
Poland,nonfood_items_clothing,29,0.0,-0.0,0.0,inf,1.0
Poland,nonfood_items_clothing,30,0.0,-0.0,0.0,inf,1.0
Poland,nonfood_items_clothing,31,0.0,-0.0,0.0,inf,1.0
Romania,food_clothing,0,0.0,-0.0,0.0,inf,1.0
Romania,food_clothing,1,0.0,-0.0,0.0,inf,1.0
Romania,food_clothing,2,0.0,-0.0,0.0,inf,1.0
Romania,food_clothing,3,0.0,-0.0,0.0,inf,1.0
Romania,food_clothing,4,0.0,-0.0,0.0,inf,1.0
Romania,food_clothing,5,0.0,-0.0,0.0,inf,1.0
Romania,food_clothing,6,0.0,-0.0,0.0,inf,1.0
Romania,food_clothing,7,0.0,-0.0,0.0,inf,1.0
Romania,food_clothing,8,0.0,-0.0,0.0,inf,1.0
Romania,food_clothing,9,0.0,-0.0,0.0,inf,1.0
Romania,food_clothing,10,0.0,-0.0,0.0,inf,1.0
Romania,food_clothing,11,0.0,-0.0,0.0,inf,1.0
Romania,food_clothing,12,0.0,-0.0,0.0,inf,1.0
Romania,food_clothing,13,0.0,-0.0,0.0,inf,1.0
Romania,food_clothing,14,0.0,-0.0,0.0,inf,1.0
Romania,food_clothing,15,0.0,-0.0,0.0,inf,1.0
Romania,food_clothing,16,0.0,-0.0,0.0,inf,1.0
Romania,food_clothing,17,0.0,-0.0,0.0,inf,1.0
Romania,food_clothing,18,0.0,-0.0,0.0,inf,1.0
Romania,food_clothing,19,0.0,-0.0,0.0,inf,1.0
Romania,food_clothing,20,0.0,-0.0,0.0,inf,1.0
Romania,food_clothing,21,0.0,-0.0,0.0,inf,1.0
Romania,food_clothing,22,0.0,-0.0,0.0,inf,1.0
Romania,food_clothing,23,0.0,-0.0,0.0,inf,1.0
Romania,food_clothing,24,0.0,-0.0,0.0,inf,1.0
Romania,food_clothing,25,0.0,-0.0,0.0,inf,1.0
Romania,food_clothing,26,0.0,-0.0,0.0,inf,1.0
Romania,food_clothing,27,0.0,-0.0,0.0,inf,1.0
Romania,food_clothing,28,0.0,-0.0,0.0,inf,1.0
Romania,food_clothing,29,0.0,-0.0,0.0,inf,1.0
Romania,food_clothing,30,0.0,-0.0,0.0,inf,1.0
Romania,food_clothing,31,0.0,-0.0,0.0,inf,1.0
Romania,housing,0,0.0,-0.0,0.0,inf,1.0
Romania,housing,1,0.0,-0.0,0.0,inf,1.0
Romania,housing,2,0.0,-0.0,0.0,inf,1.0
Romania,housing,3,0.0,-0.0,0.0,inf,1.0
Romania,housing,4,0.0,-0.0,0.0,inf,1.0
Romania,housing,5,0.0,-0.0,0.0,inf,1.0
Romania,housing,6,0.0,-0.0,0.0,inf,1.0
Romania,housing,7,0.0,-0.0,0.0,inf,1.0
Romania,housing,8,0.0,-0.0,0.0,inf,1.0
Romania,housing,9,0.0,-0.0,0.0,inf,1.0
Romania,housing,10,0.0,-0.0,0.0,inf,1.0
Romania,housing,11,0.0,-0.0,0.0,inf,1.0
Romania,housing,12,0.0,-0.0,0.0,inf,1.0
Romania,housing,13,0.0,-0.0,0.0,inf,1.0
Romania,housing,14,0.0,-0.0,0.0,inf,1.0
Romania,housing,15,0.0,-0.0,0.0,inf,1.0
Romania,housing,16,0.0,-0.0,0.0,inf,1.0
Romania,housing,17,0.0,-0.0,0.0,inf,1.0
Romania,housing,18,0.0,-0.0,0.0,inf,1.0
Romania,housing,19,0.0,-0.0,0.0,inf,1.0
Romania,housing,20,0.0,-0.0,0.0,inf,1.0
Romania,housing,21,0.0,-0.0,0.0,inf,1.0
Romania,housing,22,0.0,-0.0,0.0,inf,1.0
Romania,housing,23,0.0,-0.0,0.0,inf,1.0
Romania,housing,24,0.0,-0.0,0.0,inf,1.0
Romania,housing,25,0.0,-0.0,0.0,inf,1.0
Romania,housing,26,0.0,-0.0,0.0,inf,1.0
Romania,housing,27,0.0,-0.0,0.0,inf,1.0
Romania,housing,28,0.0,-0.0,0.0,inf,1.0
Romania,housing,29,0.0,-0.0,0.0,inf,1.0
Romania,housing,30,0.0,-0.0,0.0,inf,1.0
Romania,housing,31,0.0,-0.0,0.0,inf,1.0
Romania,nonfood_items_clothing,0,0.0,-0.0,0.0,inf,1.0
Romania,nonfood_items_clothing,1,0.0,-0.0,0.0,inf,1.0
Romania,nonfood_items_clothing,2,0.0,-0.0,0.0,inf,1.0
Romania,nonfood_items_clothing,3,0.0,-0.0,0.0,inf,1.0
Romania,nonfood_items_clothing,4,0.0,-0.0,0.0,inf,1.0
Romania,nonfood_items_clothing,5,0.0,-0.0,0.0,inf,1.0
Romania,nonfood_items_clothing,6,0.0,-0.0,0.0,inf,1.0
Romania,nonfood_items_clothing,7,0.0,-0.0,0.0,inf,1.0
Romania,nonfood_items_clothing,8,0.0,-0.0,0.0,inf,1.0
Romania,nonfood_items_clothing,9,0.0,-0.0,0.0,inf,1.0
Romania,nonfood_items_clothing,10,0.0,-0.0,0.0,inf,1.0
Romania,nonfood_items_clothing,11,0.0,-0.0,0.0,inf,1.0
Romania,nonfood_items_clothing,12,0.0,-0.0,0.0,inf,1.0
Romania,nonfood_items_clothing,13,0.0,-0.0,0.0,inf,1.0
Romania,nonfood_items_clothing,14,0.0,-0.0,0.0,inf,1.0
Romania,nonfood_items_clothing,15,0.0,-0.0,0.0,inf,1.0
Romania,nonfood_items_clothing,16,0.0,-0.0,0.0,inf,1.0
Romania,nonfood_items_clothing,17,0.0,-0.0,0.0,inf,1.0
Romania,nonfood_items_clothing,18,0.0,-0.0,0.0,inf,1.0
Romania,nonfood_items_clothing,19,0.0,-0.0,0.0,inf,1.0
Romania,nonfood_items_clothing,20,0.0,-0.0,0.0,inf,1.0
Romania,nonfood_items_clothing,21,0.0,-0.0,0.0,inf,1.0
Romania,nonfood_items_clothing,22,0.0,-0.0,0.0,inf,1.0
Romania,nonfood_items_clothing,23,0.0,-0.0,0.0,inf,1.0
Romania,nonfood_items_clothing,24,0.0,-0.0,0.0,inf,1.0
Romania,nonfood_items_clothing,25,0.0,-0.0,0.0,inf,1.0
Romania,nonfood_items_clothing,26,0.0,-0.0,0.0,inf,1.0
Romania,nonfood_items_clothing,27,0.0,-0.0,0.0,inf,1.0
Romania,nonfood_items_clothing,28,0.0,-0.0,0.0,inf,1.0
Romania,nonfood_items_clothing,29,0.0,-0.0,0.0,inf,1.0
Romania,nonfood_items_clothing,30,0.0,-0.0,0.0,inf,1.0
Romania,nonfood_items_clothing,31,0.0,-0.0,0.0,inf,1.0
Slovakia,food_clothing,0,0.0,-0.0,0.0,inf,1.0
Slovakia,food_clothing,1,0.0,-0.0,0.0,inf,1.0
Slovakia,food_clothing,2,0.0,-0.0,0.0,inf,1.0
Slovakia,food_clothing,3,0.0,-0.0,0.0,inf,1.0
Slovakia,food_clothing,4,0.0,-0.0,0.0,inf,1.0
Slovakia,food_clothing,5,0.0,-0.0,0.0,inf,1.0
Slovakia,food_clothing,6,0.0,-0.0,0.0,inf,1.0
Slovakia,food_clothing,7,0.0,-0.0,0.0,inf,1.0
Slovakia,food_clothing,8,0.0,-0.0,0.0,inf,1.0
Slovakia,food_clothing,9,0.0,-0.0,0.0,inf,1.0
Slovakia,food_clothing,10,0.0,-0.0,0.0,inf,1.0
Slovakia,food_clothing,11,0.0,-0.0,0.0,inf,1.0
Slovakia,food_clothing,12,0.0,-0.0,0.0,inf,1.0
Slovakia,food_clothing,13,0.0,-0.0,0.0,inf,1.0
Slovakia,food_clothing,14,0.0,-0.0,0.0,inf,1.0
Slovakia,food_clothing,15,0.0,-0.0,0.0,inf,1.0
Slovakia,food_clothing,16,0.0,-0.0,0.0,inf,1.0
Slovakia,food_clothing,17,0.0,-0.0,0.0,inf,1.0
Slovakia,food_clothing,18,0.0,-0.0,0.0,inf,1.0
Slovakia,food_clothing,19,0.0,-0.0,0.0,inf,1.0
Slovakia,food_clothing,20,0.0,-0.0,0.0,inf,1.0
Slovakia,food_clothing,21,0.0,-0.0,0.0,inf,1.0
Slovakia,food_clothing,22,0.0,-0.0,0.0,inf,1.0
Slovakia,food_clothing,23,0.0,-0.0,0.0,inf,1.0
Slovakia,food_clothing,24,0.0,-0.0,0.0,inf,1.0
Slovakia,food_clothing,25,0.0,-0.0,0.0,inf,1.0
Slovakia,food_clothing,26,0.0,-0.0,0.0,inf,1.0
Slovakia,food_clothing,27,0.0,-0.0,0.0,inf,1.0
Slovakia,food_clothing,28,0.0,-0.0,0.0,inf,1.0
Slovakia,food_clothing,29,0.0,-0.0,0.0,inf,1.0
Slovakia,food_clothing,30,0.0,-0.0,0.0,inf,1.0
Slovakia,food_clothing,31,0.0,-0.0,0.0,inf,1.0
Slovakia,housing,0,0.0,-0.0,0.0,inf,1.0
Slovakia,housing,1,0.0,-0.0,0.0,inf,1.0
Slovakia,housing,2,0.0,-0.0,0.0,inf,1.0
Slovakia,housing,3,0.0,-0.0,0.0,inf,1.0
Slovakia,housing,4,0.0,-0.0,0.0,inf,1.0
Slovakia,housing,5,0.0,-0.0,0.0,inf,1.0
Slovakia,housing,6,0.0,-0.0,0.0,inf,1.0
Slovakia,housing,7,0.0,-0.0,0.0,inf,1.0
Slovakia,housing,8,0.0,-0.0,0.0,inf,1.0
Slovakia,housing,9,0.0,-0.0,0.0,inf,1.0
Slovakia,housing,10,0.0,-0.0,0.0,inf,1.0
Slovakia,housing,11,0.0,-0.0,0.0,inf,1.0
Slovakia,housing,12,0.0,-0.0,0.0,inf,1.0
Slovakia,housing,13,0.0,-0.0,0.0,inf,1.0
Slovakia,housing,14,0.0,-0.0,0.0,inf,1.0
Slovakia,housing,15,0.0,-0.0,0.0,inf,1.0
Slovakia,housing,16,0.0,-0.0,0.0,inf,1.0
Slovakia,housing,17,0.0,-0.0,0.0,inf,1.0
Slovakia,housing,18,0.0,-0.0,0.0,inf,1.0
Slovakia,housing,19,0.0,-0.0,0.0,inf,1.0
Slovakia,housing,20,0.0,-0.0,0.0,inf,1.0
Slovakia,housing,21,0.0,-0.0,0.0,inf,1.0
Slovakia,housing,22,0.0,-0.0,0.0,inf,1.0
Slovakia,housing,23,0.0,-0.0,0.0,inf,1.0
Slovakia,housing,24,0.0,-0.0,0.0,inf,1.0
Slovakia,housing,25,0.0,-0.0,0.0,inf,1.0
Slovakia,housing,26,0.0,-0.0,0.0,inf,1.0
Slovakia,housing,27,0.0,-0.0,0.0,inf,1.0
Slovakia,housing,28,0.0,-0.0,0.0,inf,1.0
Slovakia,housing,29,0.0,-0.0,0.0,inf,1.0
Slovakia,housing,30,0.0,-0.0,0.0,inf,1.0
Slovakia,housing,31,0.0,-0.0,0.0,inf,1.0
Slovakia,nonfood_items_clothing,0,0.0,-0.0,0.0,inf,1.0
Slovakia,nonfood_items_clothing,1,0.0,-0.0,0.0,inf,1.0
Slovakia,nonfood_items_clothing,2,0.0,-0.0,0.0,inf,1.0
Slovakia,nonfood_items_clothing,3,0.0,-0.0,0.0,inf,1.0
Slovakia,nonfood_items_clothing,4,0.0,-0.0,0.0,inf,1.0
Slovakia,nonfood_items_clothing,5,0.0,-0.0,0.0,inf,1.0
Slovakia,nonfood_items_clothing,6,0.0,-0.0,0.0,inf,1.0
Slovakia,nonfood_items_clothing,7,0.0,-0.0,0.0,inf,1.0
Slovakia,nonfood_items_clothing,8,0.0,-0.0,0.0,inf,1.0
Slovakia,nonfood_items_clothing,9,0.0,-0.0,0.0,inf,1.0
Slovakia,nonfood_items_clothing,10,0.0,-0.0,0.0,inf,1.0
Slovakia,nonfood_items_clothing,11,0.0,-0.0,0.0,inf,1.0
Slovakia,nonfood_items_clothing,12,0.0,-0.0,0.0,inf,1.0
Slovakia,nonfood_items_clothing,13,0.0,-0.0,0.0,inf,1.0
Slovakia,nonfood_items_clothing,14,0.0,-0.0,0.0,inf,1.0
Slovakia,nonfood_items_clothing,15,0.0,-0.0,0.0,inf,1.0
Slovakia,nonfood_items_clothing,16,0.0,-0.0,0.0,inf,1.0
Slovakia,nonfood_items_clothing,17,0.0,-0.0,0.0,inf,1.0
Slovakia,nonfood_items_clothing,18,0.0,-0.0,0.0,inf,1.0
Slovakia,nonfood_items_clothing,19,0.0,-0.0,0.0,inf,1.0
Slovakia,nonfood_items_clothing,20,0.0,-0.0,0.0,inf,1.0
Slovakia,nonfood_items_clothing,21,0.0,-0.0,0.0,inf,1.0
Slovakia,nonfood_items_clothing,22,0.0,-0.0,0.0,inf,1.0
Slovakia,nonfood_items_clothing,23,0.0,-0.0,0.0,inf,1.0
Slovakia,nonfood_items_clothing,24,0.0,-0.0,0.0,inf,1.0
